"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","SAU","Saudi Arabia","2017","2017",70,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","BRA","Brazil","2014","2014",15.4,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","BRA","Brazil","2016","2016",14.9,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","BRA","Brazil","2017","2017",12.3,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","SAU","Saudi Arabia","2017","2017",74.3,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","BRA","Brazil","2014","2014",7.1,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","BRA","Brazil","2016","2016",3.9,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","BRA","Brazil","2017","2017",4,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","BHR","Bahrain","2015","2015",34.8,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","BHR","Bahrain","2016","2016",32.7,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","BHR","Bahrain","2017","2017",36.6,,
"ICTSKILLATTACH_F","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)","PAK","Pakistan","2016","2016",2,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BHR","Bahrain","2015","2015",35,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BHR","Bahrain","2016","2016",58.2,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BHR","Bahrain","2017","2017",75.3,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","NLD","Netherlands","2014","2014",79.9,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","FIN","Finland","2014","2014",57.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","FIN","Finland","2015","2015",47.6,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","FIN","Finland","2016","2016",47.4,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","FIN","Finland","2017","2017",46.7,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KOR","Republic of Korea","2015","2015",41.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KOR","Republic of Korea","2016","2016",49.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KOR","Republic of Korea","2017","2017",43.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","KAZ","Kazakhstan","2015","2015",16.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","KAZ","Kazakhstan","2016","2016",16,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","KAZ","Kazakhstan","2017","2017",16,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","MNE","Montenegro","2015","2015",25.8,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","MNE","Montenegro","2016","2016",32.5,,
"ICTSKILLATTACH_F","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)","BRA","Brazil","2014","2014",23.2,,
"ICTSKILLATTACH_F","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)","BRA","Brazil","2016","2016",21.4,,
"ICTSKILLATTACH_F","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)","BRA","Brazil","2017","2017",19.4,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","BIH","Bosnia and Herzegovina","2017","2017",28.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","RUS","Russian Federation","2014","2014",22.2,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","RUS","Russian Federation","2015","2015",25.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","RUS","Russian Federation","2016","2016",27.4,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","RUS","Russian Federation","2017","2017",27.7,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","SAU","Saudi Arabia","2017","2017",8.5,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","CIV","Côte d'Ivoire","2015","2015",8.3,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","CIV","Côte d'Ivoire","2016","2016",8.4,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","CIV","Côte d'Ivoire","2017","2017",8.6,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","NLD","Netherlands","2014","2014",9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","NLD","Netherlands","2015","2015",6.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","NLD","Netherlands","2016","2016",8.2,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","NLD","Netherlands","2017","2017",8.2,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","KHM","Cambodia","2017","2017",26.8,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MAR","Morocco","2014","2014",14.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MAR","Morocco","2015","2015",19.5,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MAR","Morocco","2016","2016",29,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","MAR","Morocco","2017","2017",30.3,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BRA","Brazil","2014","2014",23.3,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BRA","Brazil","2016","2016",21.5,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BRA","Brazil","2017","2017",21.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","MNE","Montenegro","2015","2015",60,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","MNE","Montenegro","2016","2016",60.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","MNE","Montenegro","2017","2017",65.3,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BRN","Brunei Darussalam","2016","2016",63,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","KOR","Republic of Korea","2015","2015",49.4,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","KOR","Republic of Korea","2016","2016",55,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","KOR","Republic of Korea","2017","2017",35.5,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","BHR","Bahrain","2015","2015",55.8,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","BHR","Bahrain","2016","2016",42.9,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","BHR","Bahrain","2017","2017",62.5,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","IRQ","Iraq","2014","2014",6.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BWA","Botswana","2014","2014",20.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BRN","Brunei Darussalam","2016","2016",25,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","KAZ","Kazakhstan","2015","2015",15.6,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","KAZ","Kazakhstan","2016","2016",12.3,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","KAZ","Kazakhstan","2017","2017",13.3,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BRA","Brazil","2014","2014",4.3,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BRA","Brazil","2016","2016",2.8,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BRA","Brazil","2017","2017",2,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","KHM","Cambodia","2017","2017",26.3,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","BRA","Brazil","2014","2014",25.6,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","BRA","Brazil","2016","2016",22,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","BRA","Brazil","2017","2017",22.7,,
"ICTSKILLDUPLIC_F","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)","BWA","Botswana","2014","2014",29.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","NLD","Netherlands","2014","2014",61.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","NLD","Netherlands","2015","2015",59,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KOR","Republic of Korea","2015","2015",6.6,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KOR","Republic of Korea","2016","2016",6.1,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KOR","Republic of Korea","2017","2017",6.7,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","KOR","Republic of Korea","2015","2015",3,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","KOR","Republic of Korea","2016","2016",2.6,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","KOR","Republic of Korea","2017","2017",3.1,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","NLD","Netherlands","2014","2014",61.8,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","NLD","Netherlands","2015","2015",59.3,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","NLD","Netherlands","2016","2016",60.3,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","NLD","Netherlands","2017","2017",62.6,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","LTU","Lithuania","2015","2015",58,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","LTU","Lithuania","2016","2016",58.8,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","BRN","Brunei Darussalam","2016","2016",57,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","SRB","Serbia","2014","2014",38.5,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","SRB","Serbia","2015","2015",43.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","KAZ","Kazakhstan","2015","2015",29.8,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","KAZ","Kazakhstan","2016","2016",32.9,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","KAZ","Kazakhstan","2017","2017",34,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","HRV","Croatia","2015","2015",52.7,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","HRV","Croatia","2016","2016",57.5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KAZ","Kazakhstan","2015","2015",3,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KAZ","Kazakhstan","2016","2016",5,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","KAZ","Kazakhstan","2017","2017",5.5,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","SAU","Saudi Arabia","2017","2017",29.5,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MAR","Morocco","2014","2014",11,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MAR","Morocco","2015","2015",10.1,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MAR","Morocco","2016","2016",18.5,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","MAR","Morocco","2017","2017",18.9,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KAZ","Kazakhstan","2015","2015",9.6,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KAZ","Kazakhstan","2016","2016",11.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","KAZ","Kazakhstan","2017","2017",13.5,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","SAU","Saudi Arabia","2017","2017",55,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BRA","Brazil","2014","2014",18.1,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BRA","Brazil","2016","2016",16.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BRA","Brazil","2017","2017",14.5,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","BDI","Burundi","2014","2014",,"n","Magnitude nil or negligible"
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BHR","Bahrain","2015","2015",32,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BHR","Bahrain","2016","2016",57.7,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BHR","Bahrain","2017","2017",48.1,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KAZ","Kazakhstan","2015","2015",42.7,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KAZ","Kazakhstan","2016","2016",44.5,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KAZ","Kazakhstan","2017","2017",49.4,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","BWA","Botswana","2014","2014",5.9,,
"ICTSKILLFORMULA_F","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)","BIH","Bosnia and Herzegovina","2017","2017",9.3,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","SRB","Serbia","2015","2015",14.7,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","BRA","Brazil","2014","2014",21.8,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","BRA","Brazil","2016","2016",22.4,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","BRA","Brazil","2017","2017",21.2,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","NLD","Netherlands","2014","2014",70.8,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","NLD","Netherlands","2015","2015",66.2,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","NLD","Netherlands","2016","2016",70.5,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","NLD","Netherlands","2017","2017",72.8,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","MAR","Morocco","2014","2014",22.9,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","MAR","Morocco","2015","2015",18.6,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","MAR","Morocco","2016","2016",26.5,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","MAR","Morocco","2017","2017",27.4,,
"ICTSKILLSOFTWARE","Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)","DJI","Djibouti","2017","2017",13,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","MAR","Morocco","2014","2014",32.5,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","MAR","Morocco","2015","2015",28.3,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","MAR","Morocco","2016","2016",30.6,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","MAR","Morocco","2017","2017",35.7,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","CUB","Cuba","2017","2017",17.1,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BRA","Brazil","2014","2014",17.4,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BRA","Brazil","2016","2016",15.6,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","BRA","Brazil","2017","2017",15,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BIH","Bosnia and Herzegovina","2017","2017",56.4,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","KAZ","Kazakhstan","2015","2015",15.8,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","KAZ","Kazakhstan","2016","2016",14.2,,
"ICTSKILLDUPLIC_M","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)","KAZ","Kazakhstan","2017","2017",14.3,,
"ICTSKILLTRANSFERFILE_M","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","BWA","Botswana","2014","2014",27.9,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","CHE","Switzerland","2017","2017",57,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","KAZ","Kazakhstan","2015","2015",11.6,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","KAZ","Kazakhstan","2016","2016",12.1,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","KAZ","Kazakhstan","2017","2017",17.8,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","BWA","Botswana","2014","2014",3.9,,
"ICTSKILLPROGLANG","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","TGO","Togo","2017","2017",0.5,,
"ICTSKILLSOFTWARE_M","Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)","SRB","Serbia","2015","2015",23.6,,
"ICTSKILLATTACH","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)","DJI","Djibouti","2017","2017",15.3,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","CPV","Cabo Verde","2015","2015",36.7,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","MNE","Montenegro","2015","2015",0.5,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","MNE","Montenegro","2016","2016",1.9,,
"ICTSKILLPROGLANG_F","Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)","MNE","Montenegro","2017","2017",1.9,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BHR","Bahrain","2015","2015",40.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BHR","Bahrain","2016","2016",34.6,,
"ICTSKILLTRANSFERFILE_F","Proportion of youth and adults who have transferred files between a computer and other devices, female (%)","BHR","Bahrain","2017","2017",63.2,,
"ICTSKILLDUPLIC","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","NER","Niger","2017","2017",7.7,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KOR","Republic of Korea","2015","2015",66.5,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KOR","Republic of Korea","2016","2016",70.4,,
"ICTSKILLATTACH_M","Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)","KOR","Republic of Korea","2017","2017",63.8,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","MAR","Morocco","2014","2014",18.4,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","MAR","Morocco","2015","2015",2.4,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","MAR","Morocco","2016","2016",6,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","MAR","Morocco","2017","2017",8.9,,
"ICTSKILLTRANSFERFILE","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","DJI","Djibouti","2017","2017",15.9,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","RUS","Russian Federation","2014","2014",17.5,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","RUS","Russian Federation","2015","2015",19.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","RUS","Russian Federation","2016","2016",20.6,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","RUS","Russian Federation","2017","2017",22.4,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","MAR","Morocco","2014","2014",21,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","MAR","Morocco","2015","2015",16.2,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","MAR","Morocco","2016","2016",18.9,,
"ICTSKILLFORMULA_M","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)","MAR","Morocco","2017","2017",20,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","RUS","Russian Federation","2014","2014",1.9,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","RUS","Russian Federation","2015","2015",2,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","RUS","Russian Federation","2016","2016",1.6,,
"ICTSKILLSOFTWARE_F","Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)","RUS","Russian Federation","2017","2017",2.1,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","CIV","Côte d'Ivoire","2015","2015",2,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","CIV","Côte d'Ivoire","2016","2016",2.4,,
"ICTSKILLFORMULA","Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)","CIV","Côte d'Ivoire","2017","2017",2.7,,
"ICTSKILLPROGLANG_M","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","NLD","Netherlands","2014","2014",16.5,,
